"videoID","textDisplay","textOriginal","authorDisplayName","authorChannelId","publishedAt",,"preprocessed_text","category","sub-category"
"RliSWOUmqIo","Sab tho tumare bap ka hai police Adalat hikot parsasan jocaho karo tim sab ka aata hai","Sab tho tumare bap ka hai police Adalat hikot parsasan jocaho karo tim sab ka aata hai","Mohd Murtuza","UCeqWbYgkk51fMxd6R4UT7Zw","2022-09-12T15:43:32Z",,"sab tho tumare bap ka hai police adalat hikot parsasan jocaho karo tim sab ka aata hai ","negative","criticism"
"RliSWOUmqIo","This is main development just <br>Masjid <br>Mandir <br>Hindu <br>Muslim <br>No jobs no women safety <br>Expensive food <br>Expensive petrol <br>Open your eyes andhbakth","This is main development just 
Masjid 
Mandir 
Hindu 
Muslim 
No jobs no women safety 
Expensive food 
Expensive petrol 
Open your eyes andhbakth","Proud to be Indian","UC3ABpXtMab1PZD8HxrevVMQ","2022-09-13T09:01:24Z",,"this is main development just masjid mandir hindu muslim no job no woman safety expensive food expensive petrol open your eye andhbakth ","negative","criticism"
"c5afr-iI13c","Har Har Mahadev","Har Har Mahadev","A.T Creations Lko","UCt8Q-bDOxLLV7oiEwgENn3A","2022-09-12T17:37:32Z",,"har har mahadev ","positive",
"E6IjSr-pzlY","Har.  Har.  Sambhu.    Mahadev","Har.  Har.  Sambhu.    Mahadev","Bablo Sing","UCyM-rE88TdIzojLyUf5n8FQ","2022-09-12T09:11:28Z",,"har har sambhu mahadev ","positive",
"E6IjSr-pzlY","Mr Owise go and see Gynvapi Masji,if it is built on temple say muslims are wrong.1991act  can challenged by. Court if it unjustifible","Mr Owise go and see Gynvapi Masji,if it is built on temple say muslims are wrong.1991act  can challenged by. Court if it unjustifible","Devender Reddy","UCSexKmx_PwycUT9HpNj7kWg","2022-09-13T04:08:13Z",,"mr owise go and see gynvapi masji if it is built on temple say muslim are wrong 1991act can challenged by court if it unjustifible ","negative","criticism"
"E6IjSr-pzlY","Audio","Audio","Fire Captain Boy","UCLA8dAra_JoP9kxJyD3K6pw","2022-09-13T03:44:41Z",,"audio ","positive",
"mHO2us5fawo","Jai shree Ram 🙏🙏🙏","Jai shree Ram 🙏🙏🙏","Masti pop","UCCGdqVU6Mgc4FyoNGz-xGZg","2022-09-12T22:33:04Z",,"jai shree ram ","positive",
"mHO2us5fawo","Har  Har  Mahadev","Har  Har  Mahadev","SANDEEP KUMAR","UC--H8HPxCTVd-88drjSFpZg","2022-09-14T12:44:04Z",,"har har mahadev ","positive",
"mHO2us5fawo","Jai bham bham bholenath","Jai bham bham bholenath","J Bandaru","UCTrhil1GahuftuC2EA-CTZA","2022-09-12T13:29:35Z",,"jai bham bham bholenath ","positive",
"mHO2us5fawo","Jai shree ram🙏","Jai shree ram🙏","Chandan Gupta","UCzgAlNEFx5gLCSrd19bhf_w","2022-09-12T13:02:58Z",,"jai shree ram ","positive",
"mHO2us5fawo","Adalat hai kider bjp wale hai","Adalat hai kider bjp wale hai","Malaer Slanyia","UCTvuRld37gFJkFLZXjAAxng","2022-09-12T19:17:11Z",,"adalat hai kider bjp wale hai ","positive",
"mHO2us5fawo","Jai shree ram","Jai shree ram","Ɲ𝙸𝙺𝙴𝚂𝙷👑","UCI4xGyD9BIV4Ua5NTsCILbA","2022-09-12T12:58:26Z",,"jai shree ram ","positive",
"mHO2us5fawo","Har Har Mahadev","Har Har Mahadev","Sushma Sharma","UCIVeAW5Udo50lY_hNZNEMcQ","2022-09-12T12:58:11Z",,"har har mahadev ","positive",
"s5B5AbIiFmQ","What a knowledgeable guru. Every word was enlightening, om gurave namah 🙏","What a knowledgeable guru. Every word was enlightening, om gurave namah 🙏","Rishabh Chaudhary","UCwY7NHRHb5yOpXPNeeXXYQQ","2022-09-13T10:51:34Z",,"what knowledgeable guru every word wa enlightening om gurave namah ","positive",
"s5B5AbIiFmQ","Swami Abhimukteshwaranand Ji Sach Kah Rahe Hai Dharm Ki Jay Ho","Swami Abhimukteshwaranand Ji Sach Kah Rahe Hai Dharm Ki Jay Ho","Ramsajiwan Dubey","UCUoap7f7vSq-nAm3b5Sgw4g","2022-09-13T07:42:20Z",,"swami abhimukteshwaranand ji sach kah rahe hai dharm ki jay ho ","negative","criticism"
"s5B5AbIiFmQ","Finally we got a strong shankryacharya ji.","Finally we got a strong shankryacharya ji.","DD singh","UCPmUoejlP-QD3FhsBa-KSaQ","2022-09-13T08:45:22Z",,"finally we got strong shankryacharya ji ","negative","criticism"
"s5B5AbIiFmQ","Bahut accha 🙏 Son of Maa Bharti","Bahut accha 🙏 Son of Maa Bharti","Nave Naves","UCYxA8XW5RoYyoCbqBP3tt4w","2022-09-12T15:31:35Z",,"bahut accha son of maa bharti ","positive",
"s5B5AbIiFmQ","Deep knowledge","Deep knowledge","Yugsom","UCHBgLcpQQ50kpZ6UcULDchA","2022-09-13T04:56:07Z",,"deep knowledge ","neutral",
"s5B5AbIiFmQ","This type of thoughts have shrinked","This type of thoughts have shrinked","Bibhuti Jena","UCZY7vVT4hHUL3yizZ4OUltg","2022-09-13T01:46:18Z",,"this type of thought have shrinked ","negative","criticism"
"s5B5AbIiFmQ","Jay Jagannath 🙏","Jay Jagannath 🙏","Haraprasanna Jena","UCCeHXUqth_TgWCBk169Byxw","2022-09-13T19:09:13Z",,"jay jagannath ","positive",
"s5B5AbIiFmQ","🙏🙏","🙏🙏","Kalipada Jagaddeb","UCba8CDVvbjvMrVqN35gPZMg","2022-09-12T17:37:25Z",,,"neutral",
"s5B5AbIiFmQ","🙏🙏","🙏🙏","Deep Joshi","UCkm63ZCq7Cihi5NO88NgL9g","2022-09-12T21:22:24Z",,,"neutral",
"s5B5AbIiFmQ","🙏🙏","🙏🙏","jyoti bhushan mishra","UC8plh5rw9frCiOwsrBwrg9g","2022-09-13T09:06:02Z",,,"neutral",
"s5B5AbIiFmQ","🙏🙏","🙏🙏","Chandrani Goswami","UCrvwl1EcC6OR1KmhcJIkhwA","2022-09-13T13:40:12Z",,,"neutral",
"s5B5AbIiFmQ","Jay shree ram jay shree krishna","Jay shree ram jay shree krishna","Khushi Jain","UCwrALlHxyArlfyrOrdLj5Ng","2022-09-12T19:04:00Z",,"jay shree ram jay shree krishna ","positive",
"s5B5AbIiFmQ","🙏🙏🙏","🙏🙏🙏","KETKI VYAS","UCXaGrTV4MD0_31m3sWoRcwQ","2022-09-14T11:33:20Z",,,"neutral",
"s5B5AbIiFmQ","Pranam  Guruji","Pranam  Guruji","Proud Hindu","UCAF7ROgNtvO-m6mnco4AB-g","2022-09-13T12:58:07Z",,"pranam guruji ","positive",
"s5B5AbIiFmQ","🙏🙏🙏🙏","🙏🙏🙏🙏","Sampa Choudhury","UC4KSLMLXH6617RKd1DjFkXg","2022-09-12T16:59:31Z",,,"neutral",
"s5B5AbIiFmQ","🙏🙏🙏🙏","🙏🙏🙏🙏","they call me atul","UCH7JUDK1Ks3DmnwTA9nvkHg","2022-09-12T18:15:42Z",,,"neutral",
"s5B5AbIiFmQ","Joy shree krishna","Joy shree krishna","Arjun Chakraborty","UCuPfxrcpmSiF0eEIL5ouabw","2022-09-13T13:23:10Z",,"joy shree krishna ","positive",
"s5B5AbIiFmQ","🙏","🙏","chandan kumar","UCyq-Vjyo9mrDoQbYX5WSzqw","2022-09-13T03:45:03Z",,,"neutral",
"s5B5AbIiFmQ","🙏","🙏","Sanjay Prabhakaran Chettiar","UCZofTq4UiiHwPezuqmGmD-A","2022-09-13T15:00:57Z",,,"neutral",
"s5B5AbIiFmQ","Jai Ho","Jai Ho","Muniram Dubey","UCvjAkn2QhRJgNlH-hKTxAoA","2022-09-13T12:57:34Z",,"jai ho ","positive",
"s5B5AbIiFmQ","Sat sat naman 🙏","Sat sat naman 🙏","Prakash orgen gohawal","UCLymfrhhE8T1n8GoQk3Bxpg","2022-09-13T03:32:32Z",,"sat sat naman ","positive",
"s5B5AbIiFmQ","Leave behind all fake gurus and babas and follow true shankaracharyas ( not quacks like adhokshjanad) . Only they can lead on the true path of dharma.","Leave behind all fake gurus and babas and follow true shankaracharyas ( not quacks like adhokshjanad) . Only they can lead on the true path of dharma.","Shreshth Bhargava","UCqKLikp0ZH8OXbZu6GbMDTA","2022-09-13T13:23:26Z",,"leave behind all fake guru and baba and follow true shankaracharyas not quack like adhokshjanad only they can lead on the true path of dharma ","negative","criticism"
"mrLdFZs-YP0",0,0,"LAXMI DAS","UC4RYkGkqs2bR9nve5RvA-GQ","2022-09-12T05:51:37Z",,,"neutral",
